time,driver,drivernumber,laptime,lapnumber,stint,pitouttime,pitintime,sector1time,sector2time,sector3time,sector1sessiontime,sector2sessiontime,sector3sessiontime,speedi1,speedi2,speedfl,speedst,ispersonalbest,compound,tyrelife,freshtyre,team,lapstarttime,lapstartdate,trackstatus,position,deleted,deletedreason,fastf1generated,isaccurate,lapstartdate_dt,time_s,time_td,laptime_s,laptime_td,pitouttime_s,pitouttime_td,pitintime_s,pitintime_td,sector1time_s,sector1time_td,sector2time_s,sector2time_td,sector3time_s,sector3time_td,sector1sessiontime_s,sector1sessiontime_td,sector2sessiontime_s,sector2sessiontime_td,sector3sessiontime_s,sector3sessiontime_td,lapstarttime_s,lapstarttime_td,pit_in_td,pit_out_td,pit_duration_s,grand_prix
0 days 00:29:01.411000,BOT,77,nan,1.0,1.0,0 days 00:27:05.740000,nan,nan,0 days 00:00:45.369000,0 days 00:00:34.954000,nan,0 days 00:28:26.457000,0 days 00:29:01.425000,217.0,229.0,285.0,149.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:27:05.740000,2023-03-04 15:12:06.737,1,,False,nan,False,False,2023-03-04 15:12:06.737,1741.411,0 days 00:29:01.411000,,,1625.74,0 days 00:27:05.740000,,,,,45.369,0 days 00:00:45.369000,34.954,0 days 00:00:34.954000,,,1706.457,0 days 00:28:26.457000,1741.425,0 days 00:29:01.425000,1625.74,0 days 00:27:05.740000,,0 days 00:27:05.740000,,Bahrain GP 2023
0 days 00:30:33.363000,BOT,77,0 days 00:01:31.952000,2.0,1.0,nan,nan,0 days 00:00:29.286000,0 days 00:00:39.606000,0 days 00:00:23.060000,0 days 00:29:30.697000,0 days 00:30:10.303000,0 days 00:30:33.363000,240.0,268.0,282.0,316.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:29:01.411000,2023-03-04 15:14:02.408,1,,False,nan,False,True,2023-03-04 15:14:02.408,1833.363,0 days 00:30:33.363000,91.952,0 days 00:01:31.952000,,,,,29.286,0 days 00:00:29.286000,39.606,0 days 00:00:39.606000,23.06,0 days 00:00:23.060000,1770.697,0 days 00:29:30.697000,1810.303,0 days 00:30:10.303000,1833.363,0 days 00:30:33.363000,1741.411,0 days 00:29:01.411000,,,,Bahrain GP 2023
0 days 00:32:37.325000,BOT,77,0 days 00:02:03.962000,3.0,1.0,nan,0 days 00:32:35.562000,0 days 00:00:39.774000,0 days 00:00:52.624000,0 days 00:00:31.564000,0 days 00:31:13.137000,0 days 00:32:05.761000,0 days 00:32:37.325000,215.0,222.0,,167.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:30:33.363000,2023-03-04 15:15:34.360,1,,False,nan,False,False,2023-03-04 15:15:34.360,1957.325,0 days 00:32:37.325000,123.962,0 days 00:02:03.962000,,,1955.562,0 days 00:32:35.562000,39.774,0 days 00:00:39.774000,52.624,0 days 00:00:52.624000,31.564,0 days 00:00:31.564000,1873.137,0 days 00:31:13.137000,1925.761,0 days 00:32:05.761000,1957.325,0 days 00:32:37.325000,1833.363,0 days 00:30:33.363000,0 days 00:32:35.562000,,,Bahrain GP 2023
0 days 00:39:03.411000,BOT,77,nan,4.0,2.0,0 days 00:36:52.292000,nan,nan,0 days 00:00:52.344000,0 days 00:00:44.424000,nan,0 days 00:38:19.025000,0 days 00:39:03.571000,186.0,205.0,284.0,178.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:32:37.325000,2023-03-04 15:17:38.322,1,,False,nan,False,False,2023-03-04 15:17:38.322,2343.411,0 days 00:39:03.411000,,,2212.292,0 days 00:36:52.292000,,,,,52.344,0 days 00:00:52.344000,44.424,0 days 00:00:44.424000,,,2299.025,0 days 00:38:19.025000,2343.571,0 days 00:39:03.571000,1957.325,0 days 00:32:37.325000,,0 days 00:36:52.292000,,Bahrain GP 2023
0 days 00:40:34.915000,BOT,77,0 days 00:01:31.504000,5.0,2.0,nan,nan,0 days 00:00:29.198000,0 days 00:00:39.320000,0 days 00:00:22.986000,0 days 00:39:32.609000,0 days 00:40:11.929000,0 days 00:40:34.915000,240.0,268.0,282.0,316.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:39:03.411000,2023-03-04 15:24:04.408,1,,False,nan,False,True,2023-03-04 15:24:04.408,2434.915,0 days 00:40:34.915000,91.504,0 days 00:01:31.504000,,,,,29.198,0 days 00:00:29.198000,39.32,0 days 00:00:39.320000,22.986,0 days 00:00:22.986000,2372.609,0 days 00:39:32.609000,2411.929,0 days 00:40:11.929000,2434.915,0 days 00:40:34.915000,2343.411,0 days 00:39:03.411000,,,,Bahrain GP 2023
0 days 00:42:39.950000,BOT,77,0 days 00:02:05.035000,6.0,2.0,nan,0 days 00:42:38.176000,0 days 00:00:38.101000,0 days 00:00:53.923000,0 days 00:00:33.011000,0 days 00:41:13.016000,0 days 00:42:06.939000,0 days 00:42:39.950000,170.0,182.0,,179.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:40:34.915000,2023-03-04 15:25:35.912,1,,False,nan,False,False,2023-03-04 15:25:35.912,2559.95,0 days 00:42:39.950000,125.035,0 days 00:02:05.035000,,,2558.176,0 days 00:42:38.176000,38.101,0 days 00:00:38.101000,53.923,0 days 00:00:53.923000,33.011,0 days 00:00:33.011000,2473.016,0 days 00:41:13.016000,2526.939,0 days 00:42:06.939000,2559.95,0 days 00:42:39.950000,2434.915,0 days 00:40:34.915000,0 days 00:42:38.176000,,,Bahrain GP 2023
0 days 00:52:53.960000,BOT,77,nan,7.0,3.0,0 days 00:50:40.902000,nan,nan,0 days 00:00:55.148000,0 days 00:00:40.060000,nan,0 days 00:52:13.900000,0 days 00:52:53.993000,202.0,178.0,284.0,139.0,False,SOFT,4.0,False,Alfa Romeo,0 days 00:42:39.950000,2023-03-04 15:27:40.947,1,,False,nan,False,False,2023-03-04 15:27:40.947,3173.96,0 days 00:52:53.960000,,,3040.902,0 days 00:50:40.902000,,,,,55.148,0 days 00:00:55.148000,40.06,0 days 00:00:40.060000,,,3133.9,0 days 00:52:13.900000,3173.993,0 days 00:52:53.993000,2559.95,0 days 00:42:39.950000,,0 days 00:50:40.902000,,Bahrain GP 2023
0 days 00:54:26.130000,BOT,77,0 days 00:01:32.170000,8.0,3.0,nan,nan,0 days 00:00:29.404000,0 days 00:00:39.613000,0 days 00:00:23.153000,0 days 00:53:23.364000,0 days 00:54:02.977000,0 days 00:54:26.130000,239.0,268.0,281.0,317.0,True,SOFT,5.0,False,Alfa Romeo,0 days 00:52:53.960000,2023-03-04 15:37:54.957,1,,False,nan,False,True,2023-03-04 15:37:54.957,3266.13,0 days 00:54:26.130000,92.17,0 days 00:01:32.170000,,,,,29.404,0 days 00:00:29.404000,39.613,0 days 00:00:39.613000,23.153,0 days 00:00:23.153000,3203.364,0 days 00:53:23.364000,3242.977,0 days 00:54:02.977000,3266.13,0 days 00:54:26.130000,3173.96,0 days 00:52:53.960000,,,,Bahrain GP 2023
0 days 00:56:21.729000,BOT,77,0 days 00:01:55.599000,9.0,3.0,nan,0 days 00:56:19.958000,0 days 00:00:37.219000,0 days 00:00:46.810000,0 days 00:00:31.570000,0 days 00:55:03.349000,0 days 00:55:50.159000,0 days 00:56:21.729000,208.0,227.0,,206.0,False,SOFT,6.0,False,Alfa Romeo,0 days 00:54:26.130000,2023-03-04 15:39:27.127,1,,False,nan,False,False,2023-03-04 15:39:27.127,3381.729,0 days 00:56:21.729000,115.599,0 days 00:01:55.599000,,,3379.958,0 days 00:56:19.958000,37.219,0 days 00:00:37.219000,46.81,0 days 00:00:46.810000,31.57,0 days 00:00:31.570000,3303.349,0 days 00:55:03.349000,3350.159,0 days 00:55:50.159000,3381.729,0 days 00:56:21.729000,3266.13,0 days 00:54:26.130000,0 days 00:56:19.958000,,,Bahrain GP 2023
0 days 01:01:48.367000,BOT,77,nan,10.0,4.0,0 days 00:59:36.095000,nan,nan,0 days 00:00:49.710000,0 days 00:00:43.881000,nan,0 days 01:01:04.500000,0 days 01:01:48.531000,205.0,185.0,285.0,128.0,False,SOFT,4.0,False,Alfa Romeo,0 days 00:56:21.729000,2023-03-04 15:41:22.726,1,,False,nan,False,False,2023-03-04 15:41:22.726,3708.367,0 days 01:01:48.367000,,,3576.095,0 days 00:59:36.095000,,,,,49.71,0 days 00:00:49.710000,43.881,0 days 00:00:43.881000,,,3664.5,0 days 01:01:04.500000,3708.531,0 days 01:01:48.531000,3381.729,0 days 00:56:21.729000,,0 days 00:59:36.095000,,Bahrain GP 2023
0 days 01:03:19.810000,BOT,77,0 days 00:01:31.443000,11.0,4.0,nan,nan,0 days 00:00:29.235000,0 days 00:00:39.327000,0 days 00:00:22.881000,0 days 01:02:17.602000,0 days 01:02:56.929000,0 days 01:03:19.810000,240.0,268.0,280.0,318.0,True,SOFT,5.0,False,Alfa Romeo,0 days 01:01:48.367000,2023-03-04 15:46:49.364,1,,False,nan,False,True,2023-03-04 15:46:49.364,3799.81,0 days 01:03:19.810000,91.443,0 days 00:01:31.443000,,,,,29.235,0 days 00:00:29.235000,39.327,0 days 00:00:39.327000,22.881,0 days 00:00:22.881000,3737.602,0 days 01:02:17.602000,3776.929,0 days 01:02:56.929000,3799.81,0 days 01:03:19.810000,3708.367,0 days 01:01:48.367000,,,,Bahrain GP 2023
0 days 01:05:28.478000,BOT,77,0 days 00:02:08.668000,12.0,4.0,nan,0 days 01:05:24.402000,0 days 00:00:39.353000,0 days 00:00:53.270000,0 days 00:00:36.045000,0 days 01:03:59.163000,0 days 01:04:52.433000,0 days 01:05:28.478000,184.0,164.0,,148.0,False,SOFT,6.0,False,Alfa Romeo,0 days 01:03:19.810000,2023-03-04 15:48:20.807,1,,False,nan,False,False,2023-03-04 15:48:20.807,3928.478,0 days 01:05:28.478000,128.668,0 days 00:02:08.668000,,,3924.402,0 days 01:05:24.402000,39.353,0 days 00:00:39.353000,53.27,0 days 00:00:53.270000,36.045,0 days 00:00:36.045000,3839.163,0 days 01:03:59.163000,3892.433,0 days 01:04:52.433000,3928.478,0 days 01:05:28.478000,3799.81,0 days 01:03:19.810000,0 days 01:05:24.402000,,,Bahrain GP 2023
0 days 00:28:56.348000,ZHO,24,nan,1.0,1.0,0 days 00:27:04.162000,nan,nan,0 days 00:00:46.089000,0 days 00:00:30.392000,nan,0 days 00:28:25.989000,0 days 00:28:56.348000,213.0,235.0,285.0,142.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:27:04.162000,2023-03-04 15:12:05.159,1,,False,nan,False,False,2023-03-04 15:12:05.159,1736.348,0 days 00:28:56.348000,,,1624.162,0 days 00:27:04.162000,,,,,46.089,0 days 00:00:46.089000,30.392,0 days 00:00:30.392000,,,1705.989,0 days 00:28:25.989000,1736.348,0 days 00:28:56.348000,1624.162,0 days 00:27:04.162000,,0 days 00:27:04.162000,,Bahrain GP 2023
0 days 00:30:28.295000,ZHO,24,0 days 00:01:31.947000,2.0,1.0,nan,nan,0 days 00:00:29.442000,0 days 00:00:39.459000,0 days 00:00:23.046000,0 days 00:29:25.790000,0 days 00:30:05.249000,0 days 00:30:28.295000,239.0,269.0,285.0,316.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:28:56.348000,2023-03-04 15:13:57.345,1,,False,nan,False,True,2023-03-04 15:13:57.345,1828.295,0 days 00:30:28.295000,91.947,0 days 00:01:31.947000,,,,,29.442,0 days 00:00:29.442000,39.459,0 days 00:00:39.459000,23.046,0 days 00:00:23.046000,1765.79,0 days 00:29:25.790000,1805.249,0 days 00:30:05.249000,1828.295,0 days 00:30:28.295000,1736.348,0 days 00:28:56.348000,,,,Bahrain GP 2023
0 days 00:32:32.051000,ZHO,24,0 days 00:02:03.756000,3.0,1.0,nan,0 days 00:32:30.219000,0 days 00:00:43.293000,0 days 00:00:51.314000,0 days 00:00:29.149000,0 days 00:31:11.588000,0 days 00:32:02.902000,0 days 00:32:32.051000,155.0,215.0,,103.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:30:28.295000,2023-03-04 15:15:29.292,1,,False,nan,False,False,2023-03-04 15:15:29.292,1952.051,0 days 00:32:32.051000,123.756,0 days 00:02:03.756000,,,1950.219,0 days 00:32:30.219000,43.293,0 days 00:00:43.293000,51.314,0 days 00:00:51.314000,29.149,0 days 00:00:29.149000,1871.588,0 days 00:31:11.588000,1922.902,0 days 00:32:02.902000,1952.051,0 days 00:32:32.051000,1828.295,0 days 00:30:28.295000,0 days 00:32:30.219000,,,Bahrain GP 2023
0 days 00:38:57.657000,ZHO,24,nan,4.0,2.0,0 days 00:36:51.354000,nan,nan,0 days 00:00:50.646000,0 days 00:00:41.428000,nan,0 days 00:38:16.306000,0 days 00:38:57.837000,149.0,198.0,285.0,190.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:32:32.051000,2023-03-04 15:17:33.048,1,,False,nan,False,False,2023-03-04 15:17:33.048,2337.657,0 days 00:38:57.657000,,,2211.354,0 days 00:36:51.354000,,,,,50.646,0 days 00:00:50.646000,41.428,0 days 00:00:41.428000,,,2296.306,0 days 00:38:16.306000,2337.837,0 days 00:38:57.837000,1952.051,0 days 00:32:32.051000,,0 days 00:36:51.354000,,Bahrain GP 2023
0 days 00:40:29.272000,ZHO,24,0 days 00:01:31.615000,5.0,2.0,nan,nan,0 days 00:00:29.212000,0 days 00:00:39.338000,0 days 00:00:23.065000,0 days 00:39:26.869000,0 days 00:40:06.207000,0 days 00:40:29.272000,239.0,269.0,286.0,317.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:38:57.657000,2023-03-04 15:23:58.654,1,,False,nan,False,True,2023-03-04 15:23:58.654,2429.272,0 days 00:40:29.272000,91.615,0 days 00:01:31.615000,,,,,29.212,0 days 00:00:29.212000,39.338,0 days 00:00:39.338000,23.065,0 days 00:00:23.065000,2366.869,0 days 00:39:26.869000,2406.207,0 days 00:40:06.207000,2429.272,0 days 00:40:29.272000,2337.657,0 days 00:38:57.657000,,,,Bahrain GP 2023
0 days 00:42:35.778000,ZHO,24,0 days 00:02:06.506000,6.0,2.0,nan,0 days 00:42:33.926000,0 days 00:00:38.205000,0 days 00:00:52.263000,0 days 00:00:36.038000,0 days 00:41:07.477000,0 days 00:41:59.740000,0 days 00:42:35.778000,167.0,175.0,,237.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:40:29.272000,2023-03-04 15:25:30.269,1,,False,nan,False,False,2023-03-04 15:25:30.269,2555.778,0 days 00:42:35.778000,126.506,0 days 00:02:06.506000,,,2553.926,0 days 00:42:33.926000,38.205,0 days 00:00:38.205000,52.263,0 days 00:00:52.263000,36.038,0 days 00:00:36.038000,2467.477,0 days 00:41:07.477000,2519.74,0 days 00:41:59.740000,2555.778,0 days 00:42:35.778000,2429.272,0 days 00:40:29.272000,0 days 00:42:33.926000,,,Bahrain GP 2023
0 days 00:52:50.126000,ZHO,24,nan,7.0,3.0,0 days 00:50:39.511000,nan,nan,0 days 00:00:53.574000,0 days 00:00:39.315000,nan,0 days 00:52:10.869000,0 days 00:52:50.150000,173.0,128.0,284.0,147.0,False,SOFT,4.0,False,Alfa Romeo,0 days 00:42:35.778000,2023-03-04 15:27:36.775,1,,False,nan,False,False,2023-03-04 15:27:36.775,3170.126,0 days 00:52:50.126000,,,3039.511,0 days 00:50:39.511000,,,,,53.574,0 days 00:00:53.574000,39.315,0 days 00:00:39.315000,,,3130.869,0 days 00:52:10.869000,3170.15,0 days 00:52:50.150000,2555.778,0 days 00:42:35.778000,,0 days 00:50:39.511000,,Bahrain GP 2023
0 days 00:54:22.359000,ZHO,24,0 days 00:01:32.233000,8.0,3.0,nan,nan,0 days 00:00:29.565000,0 days 00:00:39.622000,0 days 00:00:23.046000,0 days 00:53:19.691000,0 days 00:53:59.313000,0 days 00:54:22.359000,240.0,268.0,286.0,316.0,True,SOFT,5.0,False,Alfa Romeo,0 days 00:52:50.126000,2023-03-04 15:37:51.123,1,,False,nan,False,True,2023-03-04 15:37:51.123,3262.359,0 days 00:54:22.359000,92.233,0 days 00:01:32.233000,,,,,29.565,0 days 00:00:29.565000,39.622,0 days 00:00:39.622000,23.046,0 days 00:00:23.046000,3199.691,0 days 00:53:19.691000,3239.313,0 days 00:53:59.313000,3262.359,0 days 00:54:22.359000,3170.126,0 days 00:52:50.126000,,,,Bahrain GP 2023
0 days 00:56:14.991000,ZHO,24,0 days 00:01:52.632000,9.0,3.0,nan,0 days 00:56:12.990000,0 days 00:00:34.607000,0 days 00:00:46.680000,0 days 00:00:31.345000,0 days 00:54:56.966000,0 days 00:55:43.646000,0 days 00:56:14.991000,212.0,203.0,,263.0,False,SOFT,6.0,False,Alfa Romeo,0 days 00:54:22.359000,2023-03-04 15:39:23.356,1,,False,nan,False,False,2023-03-04 15:39:23.356,3374.991,0 days 00:56:14.991000,112.632,0 days 00:01:52.632000,,,3372.99,0 days 00:56:12.990000,34.607,0 days 00:00:34.607000,46.68,0 days 00:00:46.680000,31.345,0 days 00:00:31.345000,3296.966,0 days 00:54:56.966000,3343.646,0 days 00:55:43.646000,3374.991,0 days 00:56:14.991000,3262.359,0 days 00:54:22.359000,0 days 00:56:12.990000,,,Bahrain GP 2023
0 days 01:01:39.040000,ZHO,24,nan,10.0,4.0,0 days 00:59:33.549000,nan,nan,0 days 00:00:52.932000,0 days 00:00:35.858000,nan,0 days 01:01:03.266000,0 days 01:01:39.249000,187.0,118.0,286.0,150.0,False,SOFT,1.0,True,Alfa Romeo,0 days 00:56:14.991000,2023-03-04 15:41:15.988,1,,False,nan,False,False,2023-03-04 15:41:15.988,3699.04,0 days 01:01:39.040000,,,3573.549,0 days 00:59:33.549000,,,,,52.932,0 days 00:00:52.932000,35.858,0 days 00:00:35.858000,,,3663.266,0 days 01:01:03.266000,3699.249,0 days 01:01:39.249000,3374.991,0 days 00:56:14.991000,,0 days 00:59:33.549000,,Bahrain GP 2023
0 days 01:03:10.513000,ZHO,24,0 days 00:01:31.473000,11.0,4.0,nan,nan,0 days 00:00:29.041000,0 days 00:00:39.427000,0 days 00:00:23.005000,0 days 01:02:08.081000,0 days 01:02:47.508000,0 days 01:03:10.513000,240.0,267.0,286.0,318.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:01:39.040000,2023-03-04 15:46:40.037,1,,False,nan,False,True,2023-03-04 15:46:40.037,3790.513,0 days 01:03:10.513000,91.473,0 days 00:01:31.473000,,,,,29.041,0 days 00:00:29.041000,39.427,0 days 00:00:39.427000,23.005,0 days 00:00:23.005000,3728.081,0 days 01:02:08.081000,3767.508,0 days 01:02:47.508000,3790.513,0 days 01:03:10.513000,3699.04,0 days 01:01:39.040000,,,,Bahrain GP 2023
0 days 01:05:17.435000,ZHO,24,0 days 00:02:06.922000,12.0,4.0,nan,0 days 01:05:15.542000,0 days 00:00:37.256000,0 days 00:00:51.524000,0 days 00:00:38.142000,0 days 01:03:47.769000,0 days 01:04:39.293000,0 days 01:05:17.435000,185.0,188.0,,260.0,False,SOFT,3.0,True,Alfa Romeo,0 days 01:03:10.513000,2023-03-04 15:48:11.510,1,,False,nan,False,False,2023-03-04 15:48:11.510,3917.435,0 days 01:05:17.435000,126.922,0 days 00:02:06.922000,,,3915.542,0 days 01:05:15.542000,37.256,0 days 00:00:37.256000,51.524,0 days 00:00:51.524000,38.142,0 days 00:00:38.142000,3827.769,0 days 01:03:47.769000,3879.293,0 days 01:04:39.293000,3917.435,0 days 01:05:17.435000,3790.513,0 days 01:03:10.513000,0 days 01:05:15.542000,,,Bahrain GP 2023
0 days 00:17:02.095000,TSU,22,nan,1.0,1.0,0 days 00:15:02.988000,nan,nan,0 days 00:00:52.812000,0 days 00:00:25.206000,nan,0 days 00:16:36.892000,0 days 00:17:02.095000,139.0,198.0,286.0,134.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:15:02.988000,2023-03-04 15:00:03.985,1,,False,nan,False,False,2023-03-04 15:00:03.985,1022.095,0 days 00:17:02.095000,,,902.988,0 days 00:15:02.988000,,,,,52.812,0 days 00:00:52.812000,25.206,0 days 00:00:25.206000,,,996.892,0 days 00:16:36.892000,1022.095,0 days 00:17:02.095000,902.988,0 days 00:15:02.988000,,0 days 00:15:02.988000,,Bahrain GP 2023
0 days 00:18:34.227000,TSU,22,0 days 00:01:32.132000,2.0,1.0,nan,nan,0 days 00:00:29.548000,0 days 00:00:39.539000,0 days 00:00:23.045000,0 days 00:17:31.643000,0 days 00:18:11.182000,0 days 00:18:34.227000,239.0,269.0,285.0,312.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:17:02.095000,2023-03-04 15:02:03.092,1,,False,nan,False,True,2023-03-04 15:02:03.092,1114.227,0 days 00:18:34.227000,92.132,0 days 00:01:32.132000,,,,,29.548000000000002,0 days 00:00:29.548000,39.539,0 days 00:00:39.539000,23.045,0 days 00:00:23.045000,1051.643,0 days 00:17:31.643000,1091.182,0 days 00:18:11.182000,1114.227,0 days 00:18:34.227000,1022.095,0 days 00:17:02.095000,,,,Bahrain GP 2023
0 days 00:27:50.755000,TSU,22,nan,3.0,1.0,nan,0 days 00:20:34.216000,0 days 00:00:32.907000,nan,nan,0 days 00:19:07.186000,nan,nan,215.0,,,299.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:18:34.227000,2023-03-04 15:03:35.224,15,,False,nan,False,False,2023-03-04 15:03:35.224,1670.755,0 days 00:27:50.755000,,,,,1234.216,0 days 00:20:34.216000,32.907,0 days 00:00:32.907000,,,,,1147.186,0 days 00:19:07.186000,,,,,1114.227,0 days 00:18:34.227000,0 days 00:20:34.216000,,,Bahrain GP 2023
0 days 00:29:50.785000,TSU,22,nan,4.0,2.0,0 days 00:27:50.755000,nan,nan,0 days 00:00:56.362000,0 days 00:00:26.576000,nan,0 days 00:29:24.238000,0 days 00:29:50.956000,163.0,151.0,286.0,146.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:27:50.755000,2023-03-04 15:12:51.752,1,,False,nan,False,False,2023-03-04 15:12:51.752,1790.785,0 days 00:29:50.785000,,,1670.755,0 days 00:27:50.755000,,,,,56.362,0 days 00:00:56.362000,26.576,0 days 00:00:26.576000,,,1764.238,0 days 00:29:24.238000,1790.956,0 days 00:29:50.956000,1670.755,0 days 00:27:50.755000,,0 days 00:27:50.755000,,Bahrain GP 2023
0 days 00:31:22.532000,TSU,22,0 days 00:01:31.747000,5.0,2.0,nan,nan,0 days 00:00:29.361000,0 days 00:00:39.391000,0 days 00:00:22.995000,0 days 00:30:20.146000,0 days 00:30:59.537000,0 days 00:31:22.532000,240.0,270.0,285.0,315.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:29:50.785000,2023-03-04 15:14:51.782,1,,False,nan,False,True,2023-03-04 15:14:51.782,1882.532,0 days 00:31:22.532000,91.747,0 days 00:01:31.747000,,,,,29.361,0 days 00:00:29.361000,39.391,0 days 00:00:39.391000,22.995,0 days 00:00:22.995000,1820.146,0 days 00:30:20.146000,1859.537,0 days 00:30:59.537000,1882.532,0 days 00:31:22.532000,1790.785,0 days 00:29:50.785000,,,,Bahrain GP 2023
0 days 00:33:11.650000,TSU,22,0 days 00:01:49.118000,6.0,2.0,nan,0 days 00:33:09.905000,0 days 00:00:32.905000,0 days 00:00:45.531000,0 days 00:00:30.682000,0 days 00:31:55.437000,0 days 00:32:40.968000,0 days 00:33:11.650000,213.0,194.0,,298.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:31:22.532000,2023-03-04 15:16:23.529,1,,False,nan,False,False,2023-03-04 15:16:23.529,1991.65,0 days 00:33:11.650000,109.118,0 days 00:01:49.118000,,,1989.905,0 days 00:33:09.905000,32.905,0 days 00:00:32.905000,45.531,0 days 00:00:45.531000,30.682,0 days 00:00:30.682000,1915.437,0 days 00:31:55.437000,1960.968,0 days 00:32:40.968000,1991.65,0 days 00:33:11.650000,1882.532,0 days 00:31:22.532000,0 days 00:33:09.905000,,,Bahrain GP 2023
0 days 00:38:35.249000,TSU,22,nan,7.0,3.0,0 days 00:36:34.355000,nan,nan,0 days 00:00:55.045000,0 days 00:00:24.912000,nan,0 days 00:38:10.337000,0 days 00:38:35.415000,146.0,203.0,287.0,116.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:33:11.650000,2023-03-04 15:18:12.647,1,,False,nan,False,False,2023-03-04 15:18:12.647,2315.249,0 days 00:38:35.249000,,,2194.355,0 days 00:36:34.355000,,,,,55.045,0 days 00:00:55.045000,24.912,0 days 00:00:24.912000,,,2290.337,0 days 00:38:10.337000,2315.415,0 days 00:38:35.415000,1991.65,0 days 00:33:11.650000,,0 days 00:36:34.355000,,Bahrain GP 2023
0 days 00:40:06.649000,TSU,22,0 days 00:01:31.400000,8.0,3.0,nan,nan,0 days 00:00:29.242000,0 days 00:00:39.229000,0 days 00:00:22.929000,0 days 00:39:04.491000,0 days 00:39:43.720000,0 days 00:40:06.649000,239.0,270.0,290.0,316.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:38:35.249000,2023-03-04 15:23:36.246,1,,False,nan,False,True,2023-03-04 15:23:36.246,2406.649,0 days 00:40:06.649000,91.4,0 days 00:01:31.400000,,,,,29.242,0 days 00:00:29.242000,39.229,0 days 00:00:39.229000,22.929,0 days 00:00:22.929000,2344.491,0 days 00:39:04.491000,2383.72,0 days 00:39:43.720000,2406.649,0 days 00:40:06.649000,2315.249,0 days 00:38:35.249000,,,,Bahrain GP 2023
0 days 00:42:21.406000,TSU,22,0 days 00:02:14.757000,9.0,3.0,nan,0 days 00:42:19.599000,0 days 00:00:50.942000,0 days 00:00:47.548000,0 days 00:00:36.267000,0 days 00:40:57.591000,0 days 00:41:45.139000,0 days 00:42:21.406000,187.0,206.0,,100.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:40:06.649000,2023-03-04 15:25:07.646,1,,False,nan,False,False,2023-03-04 15:25:07.646,2541.406,0 days 00:42:21.406000,134.757,0 days 00:02:14.757000,,,2539.599,0 days 00:42:19.599000,50.942,0 days 00:00:50.942000,47.548,0 days 00:00:47.548000,36.267,0 days 00:00:36.267000,2457.591,0 days 00:40:57.591000,2505.139,0 days 00:41:45.139000,2541.406,0 days 00:42:21.406000,2406.649,0 days 00:40:06.649000,0 days 00:42:19.599000,,,Bahrain GP 2023
0 days 00:53:12.629000,TSU,22,nan,10.0,4.0,0 days 00:51:02.730000,nan,nan,0 days 00:00:57.434000,0 days 00:00:30.452000,nan,0 days 00:52:42.228000,0 days 00:53:12.634000,142.0,147.0,285.0,132.0,False,SOFT,4.0,False,AlphaTauri,0 days 00:42:21.406000,2023-03-04 15:27:22.403,1,,False,nan,False,False,2023-03-04 15:27:22.403,3192.629,0 days 00:53:12.629000,,,3062.73,0 days 00:51:02.730000,,,,,57.434,0 days 00:00:57.434000,30.452,0 days 00:00:30.452000,,,3162.228,0 days 00:52:42.228000,3192.634,0 days 00:53:12.634000,2541.406,0 days 00:42:21.406000,,0 days 00:51:02.730000,,Bahrain GP 2023
0 days 00:54:45.349000,TSU,22,0 days 00:01:32.720000,11.0,4.0,nan,nan,0 days 00:00:29.661000,0 days 00:00:39.899000,0 days 00:00:23.160000,0 days 00:53:42.290000,0 days 00:54:22.189000,0 days 00:54:45.349000,238.0,268.0,285.0,316.0,True,SOFT,5.0,False,AlphaTauri,0 days 00:53:12.629000,2023-03-04 15:38:13.626,1,,False,nan,False,True,2023-03-04 15:38:13.626,3285.349,0 days 00:54:45.349000,92.72,0 days 00:01:32.720000,,,,,29.661,0 days 00:00:29.661000,39.899,0 days 00:00:39.899000,23.16,0 days 00:00:23.160000,3222.29,0 days 00:53:42.290000,3262.189,0 days 00:54:22.189000,3285.349,0 days 00:54:45.349000,3192.629,0 days 00:53:12.629000,,,,Bahrain GP 2023
